Energy / kT,Colloid height at energy barrier / lamD,R/l_D,Concentration / mM,Particle potential,Defect potential,Surface potential,Average surface potential,Defect density,Defect number,Half box width / m
11.735138762889642,0.1,9.0,0.1,-2.0,0.0,-2.0,-2.0000000000000004,0.0,0.0,2.598643506993452e-08
9.647513313229368,0.1,9.0,0.1,-2.0,0.0,-1.5,-1.5000000000000007,0.0,0.0,2.598643506993452e-08
6.121712158498603,0.1,9.0,0.1,-2.0,0.0,-1.0,-1.0000000000000007,0.0,0.0,2.598643506993452e-08
2.1599189870531728,0.4,9.0,0.1,-2.0,0.0,-0.5,-0.5000000000000003,0.0,0.0,2.598643506993452e-08
6.967349586463429,0.1,9.0,0.1,-1.5,0.0,-2.0,-2.0000000000000004,0.0,0.0,2.598643506993452e-08
6.6228157102134055,0.1,9.0,0.1,-1.5,0.0,-1.5,-1.5000000000000007,0.0,0.0,2.598643506993452e-08
4.875606027041641,0.1,9.0,0.1,-1.5,0.0,-1.0,-1.0000000000000007,0.0,0.0,2.598643506993452e-08
1.8760111545600062,0.4,9.0,0.1,-1.5,0.0,-0.5,-0.5000000000000003,0.0,0.0,2.598643506993452e-08
2.9631803097992417,0.7,9.0,0.1,-1.0,0.0,-2.0,-2.0000000000000004,0.0,0.0,2.598643506993452e-08
3.0296832154465996,0.4,9.0,0.1,-1.0,0.0,-1.5,-1.5000000000000007,0.0,0.0,2.598643506993452e-08
2.9494048526672754,0.1,9.0,0.1,-1.0,0.0,-1.0,-1.0000000000000007,0.0,0.0,2.598643506993452e-08
1.5358079682487933,0.1,9.0,0.1,-1.0,0.0,-0.5,-0.5000000000000003,0.0,0.0,2.598643506993452e-08
0.7107079160716139,1.2,9.0,0.1,-0.5,0.0,-2.0,-2.0000000000000004,0.0,0.0,2.598643506993452e-08
0.7328946659243436,1.0,9.0,0.1,-0.5,0.0,-1.5,-1.5000000000000007,0.0,0.0,2.598643506993452e-08
0.7459405606542124,0.7,9.0,0.1,-0.5,0.0,-1.0,-1.0000000000000007,0.0,0.0,2.598643506993452e-08
0.7381356311891161,0.1,9.0,0.1,-0.5,0.0,-0.5,-0.5000000000000003,0.0,0.0,2.598643506993452e-08
12.89969357345996,0.1,9.0,0.5,-2.0,0.0,-2.0,-2.0000000000000004,0.0,0.0,1.8227179831574013e-08
10.210561439426753,0.1,9.0,0.5,-2.0,0.0,-1.5,-1.4999999999999998,0.0,0.0,1.8227179831574013e-08
6.063863054610298,0.1,9.0,0.5,-2.0,0.0,-1.0,-1.0000000000000009,0.0,0.0,1.8227179831574013e-08
2.125589410031911,0.4,9.0,0.5,-2.0,0.0,-0.5,-0.5000000000000004,0.0,0.0,1.8227179831574013e-08
8.117147831696299,0.1,9.0,0.5,-1.5,0.0,-2.0,-2.0000000000000004,0.0,0.0,1.8227179831574013e-08
7.311763511605453,0.1,9.0,0.5,-1.5,0.0,-1.5,-1.4999999999999998,0.0,0.0,1.8227179831574013e-08
5.091011682919779,0.1,9.0,0.5,-1.5,0.0,-1.0,-1.0000000000000009,0.0,0.0,1.8227179831574013e-08
1.9044362838403832,0.4,9.0,0.5,-1.5,0.0,-0.5,-0.5000000000000004,0.0,0.0,1.8227179831574013e-08
3.5630106313160725,0.4,9.0,0.5,-1.0,0.0,-2.0,-2.0000000000000004,0.0,0.0,1.8227179831574013e-08
3.54260797776075,0.1,9.0,0.5,-1.0,0.0,-1.5,-1.4999999999999998,0.0,0.0,1.8227179831574013e-08
3.2664110719331836,0.1,9.0,0.5,-1.0,0.0,-1.0,-1.0000000000000009,0.0,0.0,1.8227179831574013e-08
